0.00605748,0.00605748,0,2,0.01215141,0,0.01215141,0,2,0,0,0.000852,0.000852,0.002929505,0.001225505,1.5,0.5,0.002077505,0.003184713,0
0.5888,0.5888,0,2,2.67E+03,7.74E+03,2.67E+03,7.74E+03,339.5,835.6055589,0,2.59350996,0,2.59350996,0,4,0,0,0.001321004,1
3,3,0,2,1.795025597,1.867134304,1.795025597,1.867134304,2.285714286,0.699854212,0,0,0,0,0,0,0,0,0.001117943,1
0,0.00212076,0.00212076,1,5.65547311,0,5.65547311,0,2,0,0,0,0,0,0,0,0,0,0.003636364,0
1,1,0,2,1.0257,0,1.0257,0,2,0,0,0.99977145,0,0.99977145,0,2,0,0,0.001359619,1
1.01,1.01,0,4,9.46E+05,9.46E+05,9.46E+05,9.46E+05,167687,167645,2.12079664,0.540593645,0.459259385,0.540593645,0.459259385,12,10,0,0.002449479,1
0.01309911,0.01309911,0,2,0.077005324,0.2079929,0.077027517,0.208055659,34.44444444,91.76674671,2.21922E-05,0.013408505,0.013408505,0.01898282,0.00783419,1.5,0.5,0.005574315,0.005167959,0
1.99999997,1.99999997,0,4,8.463024645,3.698347095,8.463024645,3.698347095,2,0,0,2.30551625,2.19386495,2.30551625,2.19386495,10,4,0,0.002335085,1
0,0.0001638,0.0001638,1,0.2,0,0.2,0,2,0,0,0,0,0,0,0,0,0,0.00088968,0
4,4,0,2,8.057250863,19.03140181,8.057250863,19.03140181,26.85714286,77.38911312,0,1.29E+03,1.29E+03,1.29E+03,1.29E+03,63.5,61.5,0,0.001204819,1
0.8,0.8,0,2,101.549018,109.4956401,101.549018,109.4956401,108.8,164.7439225,0,1.49995474,0,1.49995474,0,4,0,0,0.00143575,1
0.8,0.8,0,2,191.1144565,344.0427642,191.1144565,344.0427642,442,402.3050252,0,1.79961346,0,1.79961346,0,4,0,0,0.001290323,1
0.8,0.8,0,2,84.02349095,0,84.02349095,0,2,0,0,0.79970154,0,0.79970154,0,2,0,0,0.001451379,1
0.8,0.8,0,2,2.3537,0,2.3537,0,2,0,0,1.59949028,0,1.59949028,0,4,0,0,0.001362398,1
0,0.00060312,0.00060312,1,0.55725698,0.745430447,0.55725698,0.745430447,3.666666667,2.357022604,0,0,0,0,0,0,0,0,0.001872659,0
41.2494,41.2494,0,35,39.69110459,16.82370014,39.69120567,16.8238912,34.59615385,18.16829404,0.000101083,272.9640701,190.2588356,272.9648329,190.2581223,115.75,106.2364697,0.000762825,0.016982048,1
0.5,0.5,0,2,5.37834616,14.34968592,5.412191543,14.33865475,4.923076923,10.12583549,0.033845383,7.50500004,7.49499996,7.50500004,7.49499996,2,0,0,0.000756716,1
0.0718288,0.071874,0.0000452,10,31.26135162,96.27723486,31.26135162,96.27723486,305.6774194,478.814961,0,0.104768865,0.074204135,0.104768865,0.074204135,5.5,0.5,0,0.00921659,0
0.651333,0.651333,0,6,289.7484103,1.44E+03,289.7484182,1.44E+03,120.8787879,310.354661,0.000007895,0,0,0,0,0,0,0,0.002375297,1
0,0.00061767,0.00061767,1,0.0155846,0,0.0155846,0,2,0,0,0,0,0,0,0,0,0,0.002155172,0
1.3481,1.3481,0,2,1.8483,0,1.89596879,0,4,0,0.04766879,2.69738805,0,2.69738805,0,6,0,0,0.001145475,1
0.00998726,0.01091542,0.00092816,37,2.67E+03,6.60E+03,2.68E+03,6.65E+03,3505.125,6252.687471,15.38175434,0.004599087,0.003932966,0.004908473,0.004358179,13.66666667,16.49915823,0.000309387,0.016270888,0
0.56,0.56,0,2,90.54867271,0,90.54867271,0,2,0,0,0.5597296,0,0.5597296,0,2,0,0,0.001332445,1
0.8,0.8,0,2,0.99968329,0,0.99968329,0,2,0,0,0.79984375,0,0.79984375,0,2,0,0,0.001368925,1
2.5,2.5,0,2,2.315184833,1.085614707,2.315184833,1.085614707,2.5,0.866025404,0,1.29E+03,1.29E+03,1.29E+03,1.29E+03,63.5,61.5,0,0.001227747,1
3,3,0,2,3.290784022,6.288246866,3.290784022,6.288246866,2.238095238,0.867660341,0,0,0,0,0,0,0,0,0.001124227,1
1.25,1.25,0,2,9.4604298,0,9.4604298,0,2,0,0,2.6513774,0,2.6513774,0,6,0,0,0.001157407,1
0.56,0.56,0,2,0.5757688,0,0.5757688,0,2,0,0,0.5598337,0,0.5598337,0,2,0,0,0.001335113,1
0.56,0.56,0,2,199.1110311,0,199.1110311,0,2,0,0,1.25948879,0,1.25948879,0,4,0,0,0.001330672,1
0,0.00001247,0.00001247,2,0.23003554,0.17642241,0.23003554,0.17642241,9.5,4.5,0,0,0,0,0,0,0,0,0.000959233,0
1.4541,1.4541,0,2,24.85349966,0,24.85349966,0,2,0,0,3.40354388,0,3.40354388,0,5,0,0,0.001142204,1
0,0.00012511,0.00012511,1,0.00176451,0,0.00176451,0,2,0,0,0,0,0,0,0,0,0,0.001003009,0
